#hg18.knownGene.name	hg18.knownGene.chrom	hg18.knownGene.strand	hg18.knownGene.txStart	hg18.knownGene.txEnd	hg18.kgXref.geneSymbol
uc001apw.1	chr1	+	9522114	9565418	SLC25A33
uc001apx.1	chr1	+	9522114	9565418	SLC25A33
uc001apy.1	chr1	+	9571566	9587594	TMEM201
uc001apz.1	chr1	+	9579503	9597518	RP13-15M17.2
uc001aqc.2	chr1	-	9635255	9637210	C1orf200
uc001aqd.1	chr1	-	9655070	9670214	CR604408
uc001aqa.2	chr1	+	9634376	9698414	PIK3CD
uc001aqb.2	chr1	+	9634376	9711759	PIK3CD
uc001aqe.2	chr1	+	9692749	9711759	PIK3CD
uc001aqf.1	chr1	-	9711665	9716191	KIAA0911
uc001aqg.1	chr1	-	9711665	9734326	CLSTN1
uc001aqh.1	chr1	-	9711665	9807137	CLSTN1
uc001aqi.1	chr1	-	9711665	9807137	CLSTN1
uc001aqk.1	chr1	-	9830920	9892903	CTNNBIP1
uc001aql.1	chr1	-	9830920	9892903	CTNNBIP1
uc001aqm.1	chr1	-	9912362	9925427	LZIC
uc001aqn.1	chr1	-	9912362	9925427	LZIC
uc001aqo.1	chr1	-	9912362	9925974	LZIC
uc009vmr.1	chr1	-	9912362	9926014	LZIC
uc001aqp.1	chr1	+	9926072	9968143	NMNAT1
uc001aqq.1	chr1	+	9979860	9998665	RBP7
uc009vms.1	chr1	+	9979860	9998665	RBP7
uc001aqt.1	chr1	+	10115013	10134226	KIAA0684
uc001aqs.2	chr1	+	10015602	10163883	UBE4B
uc001aqr.2	chr1	+	10015602	10163883	UBE4B
uc001aqu.1	chr1	+	10153600	10163883	KIAA0684
uc009vmt.1	chr1	+	10193350	10257056	KIAA0591
uc001aqv.2	chr1	+	10193350	10291242	KIF1B
uc001aqy.2	chr1	+	10214894	10364241	KIF1B
uc001aqz.2	chr1	+	10214894	10364241	KIF1B
uc001ara.2	chr1	+	10214894	10364241	KIF1B
uc001arb.2	chr1	+	10214894	10364241	KIF1B
uc001aqw.2	chr1	+	10193350	10364248	KIF1B
uc001aqx.2	chr1	+	10194260	10364248	KIF1B
uc001arc.1	chr1	+	10381671	10402788	PGD
uc001ard.1	chr1	+	10381671	10402788	PGD
uc001are.1	chr1	+	10412745	10425452	APITD1
uc001arh.1	chr1	+	10413386	10425452	APITD1
uc001arf.1	chr1	+	10412745	10434797	APITD1
uc001arg.1	chr1	+	10412745	10434797	Cort
uc001ari.1	chr1	+	10432557	10434797	CORT
uc001arj.1	chr1	-	10443189	10455200	DFFA
uc001ark.1	chr1	-	10443189	10455200	DFFA
uc001arl.2	chr1	+	10457589	10502650	Pex14
uc001arm.1	chr1	+	10457589	10561071	Pex14
uc009vmu.1	chr1	+	10457589	10606511	Pex14
uc001arn.1	chr1	+	10457589	10613405	PEX14
uc009vmv.1	chr1	+	10457589	10613405	Pex14
uc009vmw.1	chr1	+	10510898	10613405	PEX14
uc001arq.1	chr1	-	10640650	10644042	AK022285
uc009vmx.1	chr1	-	10642345	10677093	CASZ1
uc001aro.1	chr1	-	10619252	10779294	CASZ1
uc001arp.1	chr1	-	10629856	10779294	CASZ1
uc001arr.1	chr1	-	10929119	10946845	C1orf127
uc001ars.1	chr1	-	10929119	10946845	C1orf127
uc001art.1	chr1	+	10995265	11008136	TARDBP
uc001aru.1	chr1	-	11009166	11029872	MASP2
uc001arv.1	chr1	-	11027441	11029872	MASP2
uc001arw.2	chr1	-	11027442	11029872	sMAP
uc001arx.1	chr1	-	11027742	11029872	MASP2
uc001ary.1	chr1	-	11037235	11039428	SRM
uc001arz.1	chr1	-	11037235	11042678	SRM
uc001asa.1	chr1	-	11049262	11082525	EXOSC10
uc001asb.1	chr1	-	11049262	11082525	EXOSC10
uc009vmy.1	chr1	-	11062354	11082525	EXOSC10
uc001asc.1	chr1	-	11089178	11114202	FRAP1
uc001ase.1	chr1	+	11171984	11178625	ANGPTL7
uc001asd.1	chr1	-	11089178	11245151	FRAP1
uc001asf.1	chr1	+	11255865	11268929	UBIAD1
uc001asg.1	chr1	+	11268832	11270572	AY044167
uc009vmz.1	chr1	+	11461881	11464525	KIAA1337
uc001asi.1	chr1	+	11483633	11509515	PTCHD2
uc001ash.2	chr1	+	11461881	11520227	PTCHD2
uc009vnb.1	chr1	-	11631730	11636988	FBX2
uc001asj.1	chr1	-	11631034	11637326	FBXO2
uc009vna.1	chr1	-	11631034	11637326	FBXO2
uc001ask.1	chr1	+	11637018	11645971	FBXO44
uc001asl.1	chr1	+	11637500	11645971	FBXO44
uc001asm.1	chr1	+	11637500	11645971	FBXO44
uc001asn.1	chr1	+	11637500	11645971	FBXO44
uc001aso.1	chr1	+	11646767	11656996	FBXO6
uc001asp.1	chr1	-	11657123	11664082	MAD2L2
uc009vnc.1	chr1	-	11657123	11674265	MAD2L2
uc001asq.2	chr1	-	11657123	11674265	MAD2L2
uc001asr.1	chr1	+	11674367	11702923	C1orf187
uc001ass.1	chr1	+	11704773	11708501	AK125437
uc001asu.1	chr1	+	11718728	11733415	AGTRAP
uc001ast.1	chr1	+	11718728	11733415	AGTRAP
uc001asw.1	chr1	+	11718728	11733415	AGTRAP
uc001asv.1	chr1	+	11718728	11733415	AGTRAP
uc001asx.1	chr1	+	11718728	11733415	AGTRAP
uc001asy.1	chr1	+	11747048	11749160	C1orf167
uc001asz.2	chr1	+	11754725	11772228	C1orf167
uc001ata.2	chr1	+	11762445	11772228	C1orf167
uc001atb.1	chr1	-	11768373	11786027	MTHFR
uc001atd.1	chr1	-	11785524	11788057	MTHFR
uc009vnd.1	chr1	-	11785524	11788057	MTHFR
uc001atc.1	chr1	-	11768373	11788702	MTHFR
uc009vne.1	chr1	+	11788793	11799431	CLCN6
uc009vnf.1	chr1	+	11788793	11810863	CLCN6
uc009vng.1	chr1	+	11788793	11810863	CLCN6
uc009vnh.1	chr1	+	11788793	11811966	CLCN6
uc001ate.2	chr1	+	11788793	11825788	CLCN6
uc001ati.1	chr1	-	11828362	11830422	NPPA
uc001atj.1	chr1	-	11840107	11841579	NPPB
uc001atk.1	chr1	-	11902709	11909067	KIAA2013
uc001atl.1	chr1	-	11904818	11909067	KIAA2013
uc001atm.1	chr1	+	11917332	11958181	PLOD1
uc001atn.2	chr1	+	11962824	11996159	MFN2
uc009vni.1	chr1	+	11962824	11996159	MFN2
uc001ato.1	chr1	+	12002098	12014693	IIP45
uc009vnj.1	chr1	+	12005476	12014693	IIP45
uc001atq.1	chr1	+	12046020	12126851	TNFRSF8
uc001atr.1	chr1	+	12108544	12126851	TNFRSF8
uc001ats.1	chr1	+	12108544	12126851	TNFRSF8
uc001att.1	chr1	+	12149646	12191864	TNFRSF1B
uc001atu.1	chr1	+	12149646	12191864	TNFRSF1B
uc009vnk.1	chr1	+	12149646	12191864	TNFRSF1B
uc001aty.1	chr1	+	12294097	12320632	KIAA0453
uc001atz.1	chr1	+	12489886	12490038	SNORA59B
uc001atv.1	chr1	+	12212699	12494685	VPS13D
uc001atw.1	chr1	+	12212699	12494685	VPS13D
uc001atx.1	chr1	+	12258468	12494685	VPS13D
uc009vnl.1	chr1	+	12350311	12494685	KIAA0453
uc001aue.1	chr1	-	12563137	12578693	DHRS3
uc001aub.1	chr1	-	12550525	12599375	DHRS3
uc001auc.1	chr1	-	12550525	12600407	DHRS3
uc009vnm.1	chr1	-	12561570	12600407	DHRS3
uc001aud.2	chr1	-	12562722	12600407	DHRS3
uc001auf.1	chr1	+	12627152	12649684	AADACL4
uc009vnn.1	chr1	+	12698704	12711313	AADACL3
uc001aug.1	chr1	+	12698704	12711313	AADACL3
uc001auh.1	chr1	+	12728749	12743689	C1orf158
uc001aui.1	chr1	+	12757570	12760635	PRAMEF12
uc001auj.1	chr1	+	12774132	12778810	PRAMEF1
uc001auk.1	chr1	-	12807391	12813851	PRAMEF11
uc009vno.1	chr1	-	12829847	12830729	HNRNPCL1
uc001aul.1	chr1	-	12829847	12831165	HNRNPCL1
uc001aum.1	chr1	+	12839527	12844351	PRAMEF2
uc001aun.2	chr1	-	12861619	12868612	PRAMEF4
uc001auo.1	chr1	-	12875313	12880675	PRAMEF10
uc001aup.1	chr1	+	12899036	12903155	PRAMEF8
uc009vnp.1	chr1	-	12861619	12929993	PRAMEF9
uc001auq.2	chr1	-	12920888	12929993	PRAMEF6
uc009vnq.1	chr1	+	12958129	12960968	PRAMEF22
uc001aur.2	chr1	-	12920888	13040338	PRAMEF5
uc001aus.1	chr1	-	13031100	13040338	PRAMEF5
uc001aut.1	chr1	-	13200782	13204279	PRAMEF22
uc001auu.1	chr1	+	13232405	13241644	PRAMEF6
uc001auv.1	chr1	-	13259233	13263352	PRAMEF8
uc009vnr.1	chr1	+	13281714	13287088	PRAMEF10
uc001auw.1	chr1	+	13293762	13300778	PRAMEF9
uc009vns.1	chr1	-	13320000	13323528	PRAMEF13
uc009vnt.1	chr1	-	13320000	13325243	PRAMEF14
uc009vnu.1	chr1	-	13346639	13350156	PRAMEF18
uc001aux.1	chr1	+	13367840	13370846	PRAMEF16
uc009vnv.1	chr1	+	13388652	13399530	PRAMEF20
uc001auy.1	chr1	-	13480018	13484137	PRAMEF8
uc001auz.2	chr1	+	13502511	13507885	PRAMEF10
uc001ava.1	chr1	+	13514559	13521575	PRAMEF9
uc009vnw.1	chr1	-	13540855	13546098	PRAMEF14
uc009vnx.1	chr1	-	13540855	13546098	PRAMEF13
uc009vny.1	chr1	-	13567475	13570992	PRAMEF18
uc009vnz.1	chr1	+	13588674	13591651	PRAMEF17
uc009voa.1	chr1	+	13609493	13620390	PRAMEF20
uc001avb.2	chr1	-	13674033	13712829	LRRC38
uc001avc.1	chr1	+	13782838	13817039	PDPN
uc001avd.1	chr1	+	13782838	13817039	PDPN
uc009vob.1	chr1	+	13783348	13817039	PDPN
uc009voc.1	chr1	+	13783348	13817039	PDPN
uc001ave.1	chr1	+	13784553	13817039	PDPN
uc001avf.1	chr1	+	13784553	13817039	PDPN
uc009vod.1	chr1	+	13948442	13979407	PRDM2
uc001avh.1	chr1	+	13903936	13987158	PRDM2
uc001avj.1	chr1	+	13930081	13987158	PRDM2
uc001avk.1	chr1	+	13948442	13987158	PRDM2
uc001avl.1	chr1	+	14019048	14023100	AK124197
uc001avg.1	chr1	+	13899321	14024162	PRDM2
uc001avi.1	chr1	+	13903936	14024162	PRDM2
uc009voe.1	chr1	+	13948442	14024162	PRDM2
uc009vof.1	chr1	+	13948442	14024162	PRDM2
uc009vog.1	chr1	+	14797799	15267238	KIAA1026
uc001avo.2	chr1	+	15123211	15267238	KIAA1026
uc001avp.2	chr1	+	15128882	15267238	KIAA1026
uc001avq.2	chr1	+	15145001	15267238	KIAA1026
uc001avr.2	chr1	+	15159766	15267238	HRIHFB2003
uc001avm.2	chr1	+	14797799	15317131	KIAA1026
uc001avs.2	chr1	+	15300290	15317131	KIAA1026
uc009voh.1	chr1	-	15315035	15351529	AK074283
uc001avv.2	chr1	-	15315035	15351529	BC128127
uc001avw.2	chr1	+	15351585	15419459	TMEM51
uc001avx.1	chr1	+	15352815	15419459	TMEM51
uc001avz.2	chr1	+	15352815	15419459	TMEM51
uc001avy.1	chr1	+	15352815	15419459	TMEM51
uc001awc.1	chr1	-	15525762	15542959	AK055853
uc001awa.1	chr1	+	15446354	15544606	FHAD1
uc001awf.2	chr1	+	15556873	15563397	FHAD1
uc001awd.1	chr1	+	15540818	15583641	FHAD1
uc001awb.2	chr1	+	15446354	15597209	FHAD1
uc001awe.1	chr1	+	15544498	15597209	FHAD1
uc001awg.2	chr1	+	15579783	15599363	KIAA1937
uc001awh.1	chr1	+	15609027	15629422	EFHD2
uc001awi.1	chr1	+	15637524	15645740	CTRC
uc001awj.1	chr1	+	15637524	15645740	CTRC
uc001awk.1	chr1	+	15655810	15671169	ELA2A
uc001awl.1	chr1	+	15675182	15690482	ELA2B
uc001awm.1	chr1	-	15689910	15723377	CASP9
uc001awn.1	chr1	-	15691381	15723377	CASP9
uc001awo.1	chr1	-	15691381	15723377	CASP9
uc001awp.1	chr1	-	15691381	15723377	CASP9
uc009voi.1	chr1	-	15691381	15723377	CASP9
uc001awq.1	chr1	-	15691381	15723971	CASP9
uc001awr.1	chr1	+	15725938	15765678	DNAJC16
uc001aws.1	chr1	+	15725938	15770815	DNAJC16
uc001awt.1	chr1	+	15725938	15770815	DNAJC16
uc001awv.1	chr1	-	15771738	15784192	AGMAT
uc001awu.2	chr1	+	15758607	15791459	KIAA0962
uc001aww.2	chr1	+	15816656	15833381	DDI2
uc001awx.1	chr1	+	15816656	15859335	DDI2
uc009voj.1	chr1	+	15829406	15859335	DDI2
uc001awy.1	chr1	+	15858950	15860804	RSC1A1
uc001awz.1	chr1	+	15865352	15868124	CR622439
uc001axa.2	chr1	+	15880612	15933851	PLEKHM2
uc001axb.1	chr1	+	15935395	15940471	SLC25A34
uc009vok.1	chr1	+	15938326	15940472	AL832282
uc001axc.1	chr1	+	15941503	15947064	TMEM82
uc001axg.1	chr1	+	15963577	15974302	FBLIM1
uc001axd.1	chr1	+	15955740	15985671	FBLIM1
uc001axe.1	chr1	+	15957841	15985671	FBLIM1
uc001axh.1	chr1	+	15963616	15985671	FBLIM1
uc001axi.1	chr1	+	15964045	15985671	FBLIM1
uc001axf.1	chr1	+	15957841	15987020	FBLIM1
uc009vol.1	chr1	-	16006243	16006781	UQCRHL
uc001axj.1	chr1	-	16033560	16047229	AK124018
uc001axk.1	chr1	+	16046945	16139537	SPEN
uc001axl.2	chr1	-	16140950	16175214	ZBTB17
uc009vom.1	chr1	-	16144018	16175214	ZBTB17
uc009von.1	chr1	-	16146824	16175214	ZBTB17
uc001axm.1	chr1	-	16190205	16190234	DQ576383
uc001axn.1	chr1	+	16203317	16205771	C1orf64
uc001axo.2	chr1	-	16213109	16217872	HSPB7
uc001axp.2	chr1	-	16213109	16217872	HSPB7
uc001axq.2	chr1	-	16213109	16217872	HSPB7
uc001axr.2	chr1	-	16213109	16217872	HSPB7
uc001axs.2	chr1	-	16213109	16218676	HSPB7
uc001axt.1	chr1	+	16217956	16233132	CLCNKA
uc001axu.1	chr1	+	16221072	16233132	CLCNKA
uc001axv.1	chr1	+	16221072	16233132	CLCNKA
uc001axw.2	chr1	+	16221072	16256390	CLCNKB
uc001axx.2	chr1	+	16242833	16256390	CLCNKB
uc001axy.2	chr1	+	16247870	16256390	CLCNKB
uc001axz.2	chr1	-	16256850	16272714	FAM131C
uc001aya.1	chr1	-	16323418	16355151	EPHA2
uc009voo.1	chr1	-	16397185	16406292	ARHGEF19
uc001ayb.1	chr1	-	16397185	16406292	ARHGEF19
uc001ayc.1	chr1	-	16397185	16411691	ARHGEF19
uc001ayd.1	chr1	-	16430781	16436033	C1orf89
uc001aye.2	chr1	-	16449145	16452813	KIAA1332
uc001ayh.2	chr1	-	16491420	16514517	KIAA1332
uc001ayf.1	chr1	-	16449145	16515675	KIAA1332
uc001ayg.1	chr1	-	16449145	16551535	FBXO42
uc001aym.2	chr1	+	16566169	16597227	C1orf144
uc001ayi.2	chr1	+	16566169	16597227	C1orf144
uc001ayk.2	chr1	+	16566169	16597227	C1orf144
uc009vop.1	chr1	+	16566169	16597227	DKFZp566C0424
uc001ayl.1	chr1	-	16594762	16636506	SPATA21
uc001ayn.1	chr1	-	16597724	16636506	SPATA21
uc001ayp.2	chr1	+	16639819	16659159	NECAP2
uc001ayo.1	chr1	+	16639819	16659160	NECAP2
uc001ayq.1	chr1	+	16639819	16659160	NECAP2
uc001ayr.2	chr1	-	16668003	16676156	KIAA1922
uc001ays.2	chr1	-	16677336	16690166	KIAA1922
uc001ayt.2	chr1	-	16666517	16691783	KIAA1922
uc009voq.1	chr1	-	16732972	16736070	LOC440570
uc001ayv.1	chr1	+	16734841	16737256	AX747988
uc001ayw.2	chr1	-	16761509	16762669	DQ585677
uc009vot.1	chr1	-	16765489	16786343	NBPF1
uc001ayz.1	chr1	-	16765489	16786343	NBPF1
uc009vor.1	chr1	-	16762998	16791395	NBPF10
uc001azb.1	chr1	-	16804499	16812339	NBPF1
uc009vos.1	chr1	-	16762998	16812569	NBPF1
uc001aza.2	chr1	-	16798683	16812569	NBPF1
uc001azc.1	chr1	-	16804499	16812569	NBPF1
uc009vou.1	chr1	-	16817339	16827732	FLJ00313
uc001aze.2	chr1	-	16817339	16830191	FLJ00313
uc009vov.1	chr1	-	16817339	16830191	FLJ00313
uc001azf.2	chr1	-	16817344	16832428	FLJ00313
uc001azj.1	chr1	-	16832176	16842227	FLJ00313
uc001azg.1	chr1	-	16824459	16843765	FLJ00313
uc001azi.1	chr1	-	16828751	16843765	FLJ00313
uc009vow.1	chr1	+	16844684	16847174	MST1
uc001azk.2	chr1	+	16845450	16847874	MST1
uc001azl.2	chr1	+	16845450	16849428	MST1
uc009vox.1	chr1	+	16846494	16849428	MST1
uc001azm.2	chr1	+	16846494	16849428	MST1
uc001azn.1	chr1	-	16890299	16919239	AL035288
uc001azp.2	chr1	-	16954394	16959139	MSTP9
uc001azo.1	chr1	-	16954189	16963562	MSTP9
uc001azs.1	chr1	-	17087627	17088748	BC070363
uc009voy.1	chr1	+	16939354	17140316	KIAA0445
uc009voz.1	chr1	+	17121744	17153439	KIAA0445
uc001azt.2	chr1	+	17121031	17172061	CROCC
uc001azu.2	chr1	+	17138975	17172061	CROCC
uc001azv.2	chr1	+	17167284	17172061	KIAA0445
uc001azw.1	chr1	-	17173585	17179726	MFAP2
uc001azx.1	chr1	-	17173585	17179726	MFAP2
uc001azy.1	chr1	-	17173585	17180668	MFAP2
uc001azz.1	chr1	-	17185039	17189085	DKFZp761H191
uc009vpa.1	chr1	-	17194568	17199394	ATP13A2
uc001bad.1	chr1	-	17194568	17199929	ATP13A2
uc001baa.1	chr1	-	17185039	17210854	ATP13A2
uc001bab.1	chr1	-	17185039	17210854	ATP13A2
uc001bac.1	chr1	-	17185039	17210854	ATP13A2
uc001bae.1	chr1	-	17217811	17253252	SDHB
uc001baf.1	chr1	-	17265842	17318535	PADI2
uc001bag.1	chr1	-	17278112	17318535	PADI2
uc001bah.1	chr1	+	17404207	17445088	PADI1
uc009vpb.1	chr1	+	17438776	17445088	hPAD-colony10
uc001bai.1	chr1	+	17448179	17483314	PADI3
uc009vpc.1	chr1	+	17507278	17547498	PADI4
uc001baj.1	chr1	+	17507278	17563082	PADI4
uc001bak.1	chr1	+	17571327	17600782	PADI6
uc001bal.1	chr1	-	17605865	17637644	RCC2
uc001bam.1	chr1	-	17605865	17638807	RCC2
uc009vpd.1	chr1	+	17719413	17782284	AK129959
uc009vpe.1	chr1	+	17738916	17889260	ARHGEF10L
uc001ban.1	chr1	+	17738916	17896957	ARHGEF10L
uc001bao.1	chr1	+	17779634	17896957	ARHGEF10L
uc001bap.1	chr1	+	17779634	17896957	ARHGEF10L
uc001baq.1	chr1	+	17814169	17896957	ARHGEF10L
uc001bar.1	chr1	+	17817397	17896957	ARHGEF10L
uc009vpf.1	chr1	+	17825037	17896957	KIAA1626
uc001bas.1	chr1	+	17893128	17896957	KIAA1626
uc001bat.1	chr1	+	17954430	18026145	ACTL8
uc001baw.1	chr1	+	18573650	18574761	AX747631
uc001bau.1	chr1	+	18306826	18577563	IGSF21
uc001bav.1	chr1	+	18560447	18577563	IGSF21
uc001bax.1	chr1	+	18680010	18685067	KLHDC7A
uc009vpg.1	chr1	+	18680251	18685127	KLHDC7A
uc001bay.1	chr1	+	18830086	18935219	PAX7
uc001baz.1	chr1	+	18830086	18935219	PAX7
uc001bba.1	chr1	-	19038679	19058742	TAS1R2
uc001bbb.1	chr1	-	19070512	19101659	ALDH4A1
uc001bbc.1	chr1	-	19070512	19101659	ALDH4A1
uc001bbd.1	chr1	-	19103361	19116108	FLJ00074
uc001bbe.1	chr1	-	19271190	19274592	AX747516
uc001bbf.1	chr1	-	19273586	19280727	UBR4
uc009vph.1	chr1	-	19273586	19299654	UBR4
uc001bbg.1	chr1	-	19273586	19303997	UBR4
uc001bbh.1	chr1	-	19273586	19304923	UBR4
uc001bbj.1	chr1	-	19310720	19317061	UBR4
uc001bbk.1	chr1	-	19320269	19350940	UBR4
uc001bbl.1	chr1	-	19350004	19356006	KIAA1307
uc001bbm.1	chr1	-	19350004	19378301	UBR4
uc001bbi.1	chr1	-	19273586	19409333	UBR4
uc001bbn.1	chr1	-	19417170	19420997	KIAA0090
uc001bbo.1	chr1	-	19417170	19450633	KIAA0090
uc001bbp.1	chr1	-	19417170	19450633	KIAA0090
uc001bbq.1	chr1	-	19417170	19450633	KIAA0090
uc001bbr.1	chr1	-	19417170	19450633	KIAA0090
uc001bbs.1	chr1	+	19450661	19459209	MRTO4
uc001bbt.1	chr1	-	19465062	19470016	AFAR3
uc001bbu.1	chr1	-	19465062	19473022	AKR7L
uc001bbv.1	chr1	-	19481643	19487867	AKR7A3
uc001bbw.1	chr1	-	19503048	19511227	AKR7A2
uc001bbx.1	chr1	-	19503048	19511227	AKR7A2
uc009vpi.1	chr1	-	19506819	19511227	AKR7A2
uc001bby.1	chr1	+	19511326	19528381	PQLC2
uc001bca.1	chr1	+	19511326	19528381	PQLC2
uc001bbz.1	chr1	+	19511326	19528381	PQLC2
uc001bcb.1	chr1	+	19511326	19528381	PQLC2
uc001bcc.1	chr1	+	19511809	19528381	PQLC2
uc009vpj.1	chr1	+	19511326	19531508	PQLC2
uc001bcf.1	chr1	-	19545921	19548014	AX748283
uc001bcd.1	chr1	-	19537859	19618840	CAPZB
uc001bce.1	chr1	-	19537859	19684579	CAPZB
uc009vpk.1	chr1	-	19537859	19684579	CAPZB
uc001bch.1	chr1	+	19796053	19827391	C1orf151
uc001bci.1	chr1	+	19796053	19827761	C1orf151
uc009vpl.1	chr1	+	19796053	19857532	NBL1
uc001bcj.1	chr1	+	19842312	19857532	NBL1
uc009vpm.1	chr1	+	19842835	19857532	NBL1
uc001bck.1	chr1	+	19843394	19857532	NBL1
uc001bcl.1	chr1	+	19864366	19878642	HTR6
uc001bcm.1	chr1	-	19881319	19979846	TMCO4
uc001bco.1	chr1	-	19881321	19998424	TMCO4
uc001bcp.1	chr1	-	19881321	19998424	TMCO4
uc009vpn.1	chr1	-	19944123	19998424	TMCO4
uc001bcn.1	chr1	-	19881319	19998997	TMCO4
uc001bcq.1	chr1	-	19944611	19999345	TMCO4
uc001bcr.1	chr1	-	20013108	20014358	RNF186
uc001bcs.2	chr1	+	20081474	20112024	OTUD3
uc001bct.1	chr1	-	20119386	20122697	PLA2G2E
uc001bcu.1	chr1	-	20174517	20178770	PLA2G2A
uc001bcv.1	chr1	-	20174517	20179496	PLA2G2A
uc001bcw.1	chr1	+	20227258	20290981	PLA2G5
uc001bcx.1	chr1	+	20227258	20290981	PLA2G5
uc001bcy.1	chr1	+	20269287	20290981	PLA2G5
uc001bcz.1	chr1	-	20311020	20318595	PLA2G2D
uc009vpo.1	chr1	-	20311020	20318595	PLA2
uc009vpp.1	chr1	+	20338409	20349466	PLA2G2F
uc009vpq.1	chr1	-	20363070	20374274	PLA2G2C
uc009vpr.1	chr1	+	20389641	20390484	UBXN10
uc001bdb.1	chr1	+	20385164	20392529	UBXN10
uc001bdd.1	chr1	+	20490016	20538302	VWA5B1
uc009vps.1	chr1	+	20531845	20553302	VWA5B1
uc001bde.2	chr1	+	20531845	20553302	VWA5B1
uc009vpt.1	chr1	+	20531845	20553302	VWA5B1
uc009vpu.1	chr1	-	20560184	20604774	BC131526
uc001bdf.1	chr1	-	20560184	20627862	BC040588
uc001bdg.1	chr1	-	20681470	20683725	CaMKIINalpha
uc001bdh.1	chr1	-	20681470	20685315	CAMK2N1
uc001bdi.2	chr1	-	20698527	20707261	MUL1
uc001bdj.1	chr1	+	20751518	20754087	FAM43B
uc001bdk.1	chr1	+	20788030	20817987	CDA
uc001bdl.1	chr1	+	20788030	20817987	CDD
uc009vpv.1	chr1	+	20788030	20817987	CDD
uc001bdm.1	chr1	+	20832534	20850591	PINK1
uc001bdn.1	chr1	+	20844587	20850591	PINK1
uc001bdo.1	chr1	-	20850846	20860624	DDOST
uc009vpw.1	chr1	-	20850846	20860624	DDOST
uc001bdp.2	chr1	-	20863093	20884276	KIF17
uc001bdq.2	chr1	-	20863093	20884363	KIF17
uc009vpx.1	chr1	-	20863093	20897568	KIAA1405
uc001bds.2	chr1	-	20863093	20916904	KIF17
uc001bdr.2	chr1	-	20863093	20916904	KIF17
uc009vpy.1	chr1	-	20918811	20931720	SH2D5
uc001bdt.1	chr1	-	20918811	20931720	SH2D5
uc001bdu.1	chr1	-	20918811	20931917	SH2D5
uc001bdy.1	chr1	-	20942209	20979620	HP1BP3
uc001bdv.1	chr1	-	20941757	20985711	HP1BP3
uc001beb.1	chr1	-	20974734	20985720	HP1BP3
uc001bdw.1	chr1	-	20941757	20985768	HP1BP3
uc001bdz.1	chr1	-	20953137	20986374	DKFZp434I0612
uc001bea.1	chr1	-	20953137	20986374	HP1BP3
uc001bdx.1	chr1	-	20941757	21044727	HP1BP3
uc009vpz.1	chr1	-	21005560	21250074	EIF4G3
uc001beg.2	chr1	-	21140326	21250074	EIF4G3
uc001bec.1	chr1	-	21005560	21310463	EIF4G3
uc001beh.2	chr1	-	21140326	21367119	EIF4G3
uc001bed.1	chr1	-	21005560	21375927	EIF4G3
uc001bef.1	chr1	-	21005560	21375927	EIF4G3
uc001bee.1	chr1	-	21005560	21375927	EIF4G3
uc001ben.1	chr1	-	21475129	21477455	AX747766
uc001bej.2	chr1	-	21416326	21478770	ECE1
uc001bei.2	chr1	-	21416326	21489353	ECE1
uc001bek.2	chr1	-	21416326	21489569	ECE1
uc009vqa.1	chr1	-	21432184	21489569	ECE1
uc001beo.1	chr1	+	21492369	21498812	CR625155
uc001bem.2	chr1	-	21416326	21544621	ECE1
uc001bep.1	chr1	-	21622187	21626887	AK098438
uc001beq.1	chr1	+	21634419	21635196	BC127868
uc001ber.1	chr1	+	21639217	21683980	NBPF3
uc001bes.1	chr1	+	21639217	21683980	NBPF3
uc009vqb.1	chr1	+	21639217	21683980	NBPF3
uc001bet.1	chr1	+	21708444	21777492	ALPL
uc001beu.2	chr1	+	21750393	21777492	ALPL
uc001bev.1	chr1	-	21795301	21819130	RAP1GAP
uc001bez.1	chr1	-	21816385	21821598	RAP1GAP
uc001bew.1	chr1	-	21795301	21850875	RAP1GAP
uc001bex.1	chr1	-	21795301	21868386	RAP1GAP
uc001bey.1	chr1	-	21795301	21868386	RAP1GAP
uc001bfd.1	chr1	-	21884971	21903695	USP48
uc001bfa.1	chr1	-	21877378	21924199	USP48
uc001bfb.1	chr1	-	21877378	21982275	USP48
uc009vqc.1	chr1	-	21877378	21982275	USP48
uc001bfc.1	chr1	-	21877378	21982275	USP48
uc001bfe.1	chr1	-	21920115	21982275	USP48
uc001bff.1	chr1	-	21926925	21982275	USP48
uc001bfh.1	chr1	+	22020529	22021628	LDLRAD2
uc001bfg.1	chr1	+	22011344	22024301	LDLRAD2
uc001bfi.1	chr1	-	22021323	22029793	HSPG2
uc009vqe.1	chr1	-	22086294	22095390	HSPG2
uc001bfj.1	chr1	-	22021323	22136337	HSPG2
uc009vqd.1	chr1	-	22021323	22136337	HSPG2
uc001bfk.1	chr1	+	22176004	22188434	ELA3B
uc009vqf.1	chr1	+	22176004	22205728	ELA3B
uc001bfl.1	chr1	+	22200735	22211622	ELA3A
uc001bfm.2	chr1	+	22224293	22230302	HSPC157
uc001bfn.2	chr1	+	22224628	22230302	HSPC157
uc009vqg.1	chr1	+	22251706	22285946	CDC42
uc001bfp.1	chr1	+	22251706	22289883	CDC42
uc001bfq.1	chr1	+	22251706	22292023	CDC42
uc001bfr.1	chr1	+	22251706	22292023	CDC42
uc009vqh.1	chr1	+	22251706	22292023	CDC42
uc001bfs.2	chr1	-	22316384	22342106	WNT4
